Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,IBD Da Appreciated,Endurance Racer,78,260,101.85488758542566,34406,4957290.290661649,95.46451040572647,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,208,0,88.63839795712654,29882,4210716.7518219575,97.63876037773983,P1RE
nxtfiregaming,https://www.nitrotype.com/racer/nxtfiregaming,Daisyyy QT,Encore,105,300,87.53015138868682,29394,4091241.7010283163,96.81508925564162,SPRME
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,FocusedYellowHornet,Nitro Rich,282,0,107.18222034183034,25353,3749663.9579954045,96.29348669572862,F1F2F3
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,Nitro PACO,Drift King,77,200,166.96829665220088,19964,3660887.4014271507,99.94021049969903,CR7LEG
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,89,0,95.92086363431049,25796,3657609.630541275,95.82953787733237,SPRME
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,120.72008906114709,23798,3655456.395981885,95.78664883827456,SPRME
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
aydeniscool321,https://www.nitrotype.com/racer/aydeniscool321,DashZL,I Have Fans!,273,160,111.91837088499497,23445,3457180.872075063,94.54986348755519,ZL
deperst2,https://www.nitrotype.com/racer/deperst2,RainbowSyro WEIRD,Number Cruncher,49,20,101.92991264376678,23342,3396794.2572528715,96.39511641798045,BKYS
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,ill join 4 officer,404 Not Found,45,320,85.19223542642924,24866,3384192.0184484255,95.44240313570032,NVSEAL
25tsmith6,https://www.nitrotype.com/racer/25tsmith6,x2                                                ,League Champion,371,0,97.34928982252669,24040,3383272.176955408,94.65979595777749,ZL
chill233,https://www.nitrotype.com/racer/chill233,gold 4 me 2 join,Mystery Man,316,80,85.37354354791727,24649,3356472.014105832,95.43331574756505,ZL
monsterslayr,https://www.nitrotype.com/racer/monsterslayr,Ntc gift sender,A E S T H E T I C,349,100,82.05161057800603,24757,3348419.774854015,95.905451250305,QC
darkiexgold,https://www.nitrotype.com/racer/darkiexgold,-2025-,League Champion,316,100,100.10294072894371,22937,3260678.7524655424,94.73951201874942,NXC
drey2000,https://www.nitrotype.com/racer/drey2000,100k Profile Views,Rocky,83,0,99.99744551768181,22683,3258299.9506193246,95.76416097481535,ECS
jxsh0427,https://www.nitrotype.com/racer/jxsh0427,RMS Jxsh,Hot Hot Hot!,379,0,98.45065872276298,23902,3177659.7873516697,89.0903386798838,42712
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",77,0,99.6147351881595,22643,3175056.5896284576,93.60182812342434,TVX
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,107,300,102.594501910223,21551,3048578.6397493207,93.4972717660824,TVX
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,Hot Hot Hot!,77,0,101.35600960442532,20979,3047683.0735440846,96.4129028891768,TVX
eiliteracer,https://www.nitrotype.com/racer/eiliteracer,gold 4 for me 2 join,Golden Student,77,0,98.87737229403241,21277,2994544.295105007,94.17970100073542,CAM0
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 400k,Operation: Typing,166,20,95.87087410893744,20616,2887740.5270863497,94.6850784220168,P1RE
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,177,120,57.01426148318727,22276,2828125.0750874053,98.79482044670198,N8TE
bobthebuilder120822,https://www.nitrotype.com/racer/bobthebuilder120822,SwiftPanda,Keyboard Cat,77,20,84.40443523924576,21156,2807813.4882051973,93.33151776764883,TVX
jointeamwp,https://www.nitrotype.com/racer/jointeamwp,GiftGoldpls,Crazy About Typing,68,0,138.67231119453652,17145,2783202.741920712,95.8644661891234,TFV
plsgivemego1d,https://www.nitrotype.com/racer/plsgivemego1d,metro_alt1,Tilted Typist,77,180,83.18854863398118,20031,2735502.4757008236,96.4470146095993,WP
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Apicomplexa,League Champion,371,200,151.98851488990204,16002,2714269.712040615,96.37851648301151,WP
yoboytyler123,https://www.nitrotype.com/racer/yoboytyler123,Cash                                              ,Ca$h Collector,338,280,96.85694828220522,19342,2709899.312526686,94.39186194576635,ZL
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Solid Gold,106,0,120.72687711901783,16906,2594307.5039602607,95.69191090659707,SPRME
monfils,https://www.nitrotype.com/racer/monfils,Dravik,Speed Demon,1,240,102.33743066493186,17633,2578357.8264321974,96.72863496435271,ECS
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,Galactic Guardian,211,0,119.26336728943025,16687,2502975.703170974,93.9635191444811,NCT
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.95388624518468,16300,2375748.966749444,91.97014245787054,SSH
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,377,0,169.18607765923346,13278,2371289.091972291,96.74678010008377,N8TE
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,Steven P YT Live,Nitro Rich,153,0,94.94872372449241,15508,2221506.3797513936,97.13488869241203,THEIBD
guccisnowflake1,https://www.nitrotype.com/racer/guccisnowflake1,Comeback is ON,404 Not Found,78,0,112.84111845418414,14972,2220213.099010605,94.80276584542871,VG
notmegan13,https://www.nitrotype.com/racer/notmegan13,Not Megan,Keyboard Cat,164,340,54.38322191263787,17386,2076436.2263493193,93.89888902856784,NTPD1
lacanenjoyer,https://www.nitrotype.com/racer/lacanenjoyer,-Pearl_Games-,Drift Queen,330,280,100.197744992557,13399,1929015.4745043009,95.91485939578456,PSR
physicstyper,https://www.nitrotype.com/racer/physicstyper,TRIPZILLA,Boo!,77,160,135.80771927577763,11767,1920656.0441558198,97.21273557255986,ECS
rebelles,https://www.nitrotype.com/racer/rebelles,goofykid 20k,Drift King,77,0,93.9849215889388,13453,1890660.1501176236,95.60910833386379,LXW
a4ebe577d455c102ed6ef8620230c4d9,https://www.nitrotype.com/racer/a4ebe577d455c102ed6ef8620230c4d9,Silis types slow fr,League Champion,316,0,114.42551236337516,12140,1888393.1688287377,98.94320005700693,N8TE
fb806a1ca1f4ee5741e9971d4f316ca7,https://www.nitrotype.com/racer/fb806a1ca1f4ee5741e9971d4f316ca7,AllMight,Titan of the Track,346,40,104.83763721268724,12743,1885088.4209443915,97.05579059203856,SPRME
swaggyguy229,https://www.nitrotype.com/racer/swaggyguy229,Join LXW 4 Cash,Legendary Lapper,102,0,131.98996952081896,11808,1867046.1803483434,95.2541155366928,LXW
adventx11,https://www.nitrotype.com/racer/adventx11,GIVENTGOLDIGIVE20MIL,Nitro Rich,241,320,122.83243074461132,11595,1846941.8938595494,98.68140381225773,ZTAGZ
gerbiljay,https://www.nitrotype.com/racer/gerbiljay,riptide,Keyboard Cat,341,0,58.45727720076738,14764,1816432.6017043695,95.20428208126783,PIRC
racer2395,https://www.nitrotype.com/racer/racer2395,Mamba Typer,Champion Chaser,77,0,134.1528273232634,10853,1788062.7864144212,98.6092866716572,PR2W
tang_e_rine,https://www.nitrotype.com/racer/tang_e_rine,yaboytang,404 Not Found,185,0,112.57134978086374,11401,1735520.4857243313,97.40194429853126,ECS
razitsu,https://www.nitrotype.com/racer/razitsu,razitsu,Endurance Racer,68,0,73.62094750276233,12944,1712919.8056086658,96.72732552646998,BKYS
9649802,https://www.nitrotype.com/racer/9649802,Epitome,Rocky,68,0,82.31699640422167,12543,1691456.0902558984,95.53274936590165,N8TE
f98269bc62940a03c08127de89d2c122,https://www.nitrotype.com/racer/f98269bc62940a03c08127de89d2c122,AustinS,Yo,371,200,116.02978291976157,10894,1585457.300740618,92.10202142829256,FFS
mycowz,https://www.nitrotype.com/racer/mycowz,UsernameModerated,Shattered,316,0,96.04628575710323,10918,1578944.2029697436,97.69988939675537,CAM0
axionthegoat,https://www.nitrotype.com/racer/axionthegoat,imppp,Santa’s Lil’ Helper,120,0,106.7945483387109,10519,1560824.4371205694,96.73017166396673,ECS
a4b32c36e1b8e965b34637174d0ef4a5,https://www.nitrotype.com/racer/a4b32c36e1b8e965b34637174d0ef4a5,Abstr4ct,Problem Solver,219,60,94.07752580984403,10793,1555829.790902907,98.03656043590635,TXT
quwenley,https://www.nitrotype.com/racer/quwenley,YT quwenley,404 Not Found,316,80,78.74193394197218,11344,1544752.134857694,97.70578379953379,N8TE
uhyoucool,https://www.nitrotype.com/racer/uhyoucool,FrozenZapoia,League Champion,77,160,157.45305002205478,8771,1542153.6035314838,98.37607940480353,DYN
jketchum10,https://www.nitrotype.com/racer/jketchum10,splxtz,League Champion,371,120,90.32750297786973,10910,1504366.5396664287,94.98843477830357,ZL
herovision,https://www.nitrotype.com/racer/herovision,Kairos,Nitro Rich,77,200,67.75121312485558,11889,1492418.6260674824,93.76567448903724,IR
glorious_gaming1,https://www.nitrotype.com/racer/glorious_gaming1,daLEGND,NITRO.EXE,371,40,96.1553173488159,10087,1454075.6121375798,97.34988228103086,LEGNDS
karson_cupples1234,https://www.nitrotype.com/racer/karson_cupples1234,-Karson_Cupples-,NITRO.EXE,316,0,101.65110153067279,9672,1439488.9174360964,98.67726819392409,FFS
53623_nightmare,https://www.nitrotype.com/racer/53623_nightmare,5k Nightmare_,Keyboard Cat,140,0,127.17984000826654,8740,1428730.978659657,99.92691706610411,L3JENS
barongaming15,https://www.nitrotype.com/racer/barongaming15,DSlushyy,Nitro Rich,316,0,174.0198325391281,7500,1402530.5022410771,99.99687219576172,MMM0
heroyo,https://www.nitrotype.com/racer/heroyo,Vortex,Nitro Rich,77,280,71.25255600871557,10860,1397567.5284964745,94.88534319415972,TXT
dodgers_all_day,https://www.nitrotype.com/racer/dodgers_all_day,Curry Nightmare_,League Champion,371,60,127.63490531410162,8513,1393118.1431645632,99.89532092635655,L3JENS
emacisgoofy,https://www.nitrotype.com/racer/emacisgoofy,Emacisgoofy,Millionaire,51,0,129.7641877136565,8331,1373631.553454101,99.99991479038648,DIV1
jboigifted,https://www.nitrotype.com/racer/jboigifted,who making money,God Mode,90,280,65.25828494260635,11929,1362839.3543105177,86.13936498318839,IR
153489,https://www.nitrotype.com/racer/153489,Swimming Pools,For the Win!,129,140,114.28963592563176,8817,1348916.8770206384,97.35635001225533,SPRME
gimmickfps,https://www.nitrotype.com/racer/gimmickfps,Governor,2icy4u,198,0,93.7088405952607,9366,1343973.2732883403,97.71234939201912,FASZ
glombara,https://www.nitrotype.com/racer/glombara,kardinal,League Champion,155,120,90.29525262774683,9854,1337890.6811145335,93.54016525828942,SSH
gsupr3m3_kingg,https://www.nitrotype.com/racer/gsupr3m3_kingg,CAM0plsntgold,League Champion,371,0,146.52840110058088,7693,1332523.25450748,99.97012274710491,TXT
donp1,https://www.nitrotype.com/racer/donp1,L2trappy1,404 Not Found,316,0,101.79793880538458,9211,1330696.3417442706,95.73834307685881,N8TE
nateb3a,https://www.nitrotype.com/racer/nateb3a,Flower,League Champion,111,0,98.96897862634113,9259,1310376.388909478,94.67511535252623,TWO
p_l_a_y_e_r_1,https://www.nitrotype.com/racer/p_l_a_y_e_r_1,P_L_A_Y_E_R_1_,League Champion,277,140,96.25218732133266,8939,1301710.03071465,98.30910543993606,CZBZ
futureneuromillion,https://www.nitrotype.com/racer/futureneuromillion,Future Neuromillion,Solid Gold,316,0,94.09422465889975,9425,1296137.775066105,93.52189727859195,SPRME
kingfortnit3,https://www.nitrotype.com/racer/kingfortnit3,D1N0-M1T3,League Champion,379,100,80.02644303925878,9251,1279356.2821006563,98.77198386561098,MEYBO
zucchini_alt_w,https://www.nitrotype.com/racer/zucchini_alt_w,Plsgiftgold,404 Not Found,316,0,91.39898287073349,8963,1263508.1094184597,96.75348151707941,NZV
cliffordthecat,https://www.nitrotype.com/racer/cliffordthecat,Cliff0rd,Lil' Cash Dabbler,227,80,97.19582387962947,8882,1253025.7224264701,94.937220075675,ZL
yikes_typer_2022,https://www.nitrotype.com/racer/yikes_typer_2022,seazon,Ghost Getter,378,0,103.01381159635105,8437,1232038.0510162278,96.3837108977884,ECS
zefflint,https://www.nitrotype.com/racer/zefflint,Zefflint 25k,California Dreamin',34,20,70.77885990868296,9654,1225605.8825166703,93.76889163535364,CAT4
aquaberserker,https://www.nitrotype.com/racer/aquaberserker,Ouranos,Bushwacker,374,0,126.49042830184172,7934,1222614.921385145,94.39674903755594,S0RC
gr33nbalin3,https://www.nitrotype.com/racer/gr33nbalin3,NGGivwayCr4zyTyperYT,Nitro Rich,266,40,74.760787881704,8997,1216416.0613189905,98.41463089265127,CZBZ
lorelaigilmoree,https://www.nitrotype.com/racer/lorelaigilmoree,No One,404 Not Found,316,260,86.76670734947736,8673,1213526.1089640206,97.58454557628644,NTPD1
typingdemon12321,https://www.nitrotype.com/racer/typingdemon12321,NurturingLimeBedbug,Keyboard Cat,51,140,75.65402412756653,9187,1208422.5690223938,95.43567952651776,IR
351709,https://www.nitrotype.com/racer/351709,Aztroid-40Mcomp JOIN,Encore,379,0,94.37269796442638,9117,1203276.9091903698,89.66977815755033,NTPTS
