Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Shinobu Kocho,Encore,78,260,97.92777564198889,38622,5489112.226059833,95.40834273724828,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,371,0,88.87940021671075,31452,4435440.542293305,97.63418757330606,P1RE
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,118.81455662899118,28007,4271278.412137075,95.67162321959205,NBX
aydeniscool321,https://www.nitrotype.com/racer/aydeniscool321,DashZL,♪ So Delightful ♪,142,0,113.29678607801635,28754,4254049.049330998,94.44484986168656,ZL
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,com boy,404 Not Found,78,180,84.84923477223859,30891,4194956.728735231,95.34775163021887,NVSEAL
chill233,https://www.nitrotype.com/racer/chill233,gold 4 me 2 join,Mystery Man,165,220,85.79065300348344,30671,4168420.2842377457,95.10985936304965,ZL
jxsh0427,https://www.nitrotype.com/racer/jxsh0427,RMS Jxsh,Hot Hot Hot!,379,0,98.38430955719964,31419,4156576.5755673265,88.6742330785057,42712
monsterslayr,https://www.nitrotype.com/racer/monsterslayr,Ntc gift sender,A E S T H E T I C,349,100,81.62447019683411,30778,4147928.6824272405,95.70849638307712,ZL
deperst2,https://www.nitrotype.com/racer/deperst2,StylishPurpleBadger,Number Cruncher,89,60,96.78538121841763,28240,4028927.359141413,96.14179702337105,SPRME
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,Nitro PACO,NITRO.EXE,310,0,167.4001896693431,21424,3933366.867376803,99.94349096600018,CR7LEG
25tsmith6,https://www.nitrotype.com/racer/25tsmith6,x2                                                ,League Champion,371,0,96.23498965643127,28019,3924870.512635137,94.57282106176437,ZL
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,California Dreamin',77,200,101.80765755607561,26676,3877120.795572923,96.3137659294351,TVX
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,105,260,95.6337822737164,26387,3737350.703668453,95.81858911583402,SPRME
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
darkiexgold,https://www.nitrotype.com/racer/darkiexgold,-2025-,League Champion,316,0,100.0300890952211,25419,3612862.403637953,94.74540254074766,NXC
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",77,200,99.82819256624327,24446,3434276.321341492,93.70978835030466,TVX
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 400k,Operation: Typing,166,20,95.99374988162656,24248,3397782.234026644,94.68192363073443,P1RE
ttv_itscambria,https://www.nitrotype.com/racer/ttv_itscambria,ttv_itsCambria 20k,Keyboard Cat,310,0,77.00918157328013,25482,3393882.8503340203,96.16104349480015,IR
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,177,120,57.100749378020744,25887,3288580.1214269083,98.8219357550308,N8TE
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,107,180,102.70407128651092,23158,3277125.7157413214,93.49831535473425,TVX
eiliteracer,https://www.nitrotype.com/racer/eiliteracer,thx for gold cam0,Golden Student,270,200,99.46989216607052,23005,3238797.5668134894,94.02392921397201,CAM0
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Solid Gold,106,0,119.70071227672865,20910,3188003.8532267977,95.37865560890441,SPRME
bobthebuilder120822,https://www.nitrotype.com/racer/bobthebuilder120822,SwiftPanda,Keyboard Cat,77,0,84.82236122880671,23157,3081308.437495984,93.43482804788431,TVX
yoboytyler123,https://www.nitrotype.com/racer/yoboytyler123,Cash                                              ,Ca$h Collector,338,280,93.20429006384924,22007,3044246.1111650066,94.35797058519677,ZL
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,316,0,169.2137906388421,16165,2893348.770480463,96.95655146081728,N8TE
guccisnowflake1,https://www.nitrotype.com/racer/guccisnowflake1,Hala Madrid,404 Not Found,77,180,115.4644746701787,18774,2812219.437316694,94.96682717629278,VG
jointeamwp,https://www.nitrotype.com/racer/jointeamwp,GiftGoldpls,Crazy About Typing,68,0,138.67231119453652,17145,2783202.741920712,95.8644661891234,TFV
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.91742913508463,18520,2704659.124654022,92.16275036505188,SSH
m3tro_alt,https://www.nitrotype.com/racer/m3tro_alt,20mIJoinUrTeam,:D,68,0,100.60600712255776,18163,2615127.846179395,95.79386207668925,NZV
redragon999,https://www.nitrotype.com/racer/redragon999,75 million for gold,Shattered,324,320,140.10830504594006,15642,2604460.1457699337,97.91251209603506,TXT
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,Galactic Guardian,50,240,119.29545007152326,16986,2547196.72884929,93.93093260715888,NCT
fb806a1ca1f4ee5741e9971d4f316ca7,https://www.nitrotype.com/racer/fb806a1ca1f4ee5741e9971d4f316ca7,AllMight,Titan of the Track,346,40,106.95066197814646,16402,2444919.846162052,97.12459920079797,SPRME
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,Steven P YT Live,Nitro Rich,153,0,94.86642302335798,16978,2431699.9905551537,97.14671913046922,SPRME
razitsu,https://www.nitrotype.com/racer/razitsu,razitsu,Endurance Racer,77,220,73.22326191870444,18253,2401408.071340546,96.3039356847084,BKYS
notmegan13,https://www.nitrotype.com/racer/notmegan13,Not Megan,Keyboard Cat,33,320,54.75173121157499,19136,2288432.485792115,93.8857745615198,NTPD1
jketchum10,https://www.nitrotype.com/racer/jketchum10,splxtz,League Champion,168,280,92.57993056238843,16246,2249552.71229806,94.65317546088053,ZL
a4ebe577d455c102ed6ef8620230c4d9,https://www.nitrotype.com/racer/a4ebe577d455c102ed6ef8620230c4d9,Silis types slow fr,League Champion,310,0,113.86395491245577,13832,2147413.885324739,98.92802285514192,N8TE
racer2395,https://www.nitrotype.com/racer/racer2395,Mamba Typer,Champion Chaser,77,0,134.02925323461673,12811,2109363.4796872362,98.5856909199851,PR2W
pupho101,https://www.nitrotype.com/racer/pupho101,IndependentIndigoPheasant,Keyboard Cat,188,0,168.26976858863725,12240,2100660.1534671504,93.20480593099056,CAM0
numba9000,https://www.nitrotype.com/racer/numba9000,Potato Dog,404 Not Found,77,120,89.1892754416496,15082,2029668.8541455066,93.07093211939682,SPRME
rebelles,https://www.nitrotype.com/racer/rebelles,goofykid 20k,Drift King,77,0,93.9849215889388,13453,1890660.1501176236,95.60910833386379,LXW
