Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Shinjeki No Kyojin,Endurance Racer,78,260,101.85512803377716,34407,4957437.027356371,95.46448547987171,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,208,0,88.77728565215062,30141,4249099.507802114,97.63515284987677,P1RE
nxtfiregaming,https://www.nitrotype.com/racer/nxtfiregaming,Daisyyy QT,Encore,105,300,87.53167086494804,29399,4091960.1810023882,96.81511112603941,SPRME
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,120.5948615705288,25142,3858603.0259632966,95.74226927224625,SPRME
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,FocusedYellowHornet,Nitro Rich,282,0,107.18222034183034,25353,3749663.9579954045,96.29348669572862,F1F2F3
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,Nitro PACO,Drift King,77,200,167.0118177179114,20087,3683893.21849531,99.94058808114445,CR7LEG
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,89,0,95.90087802766216,25836,3663017.1525895074,95.82910195614241,SPRME
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
aydeniscool321,https://www.nitrotype.com/racer/aydeniscool321,DashZL,I Have Fans!,273,160,111.91837088499497,23445,3457180.872075063,94.54986348755519,ZL
deperst2,https://www.nitrotype.com/racer/deperst2,RainbowSyro WEIRD,Number Cruncher,49,20,101.92991264376678,23342,3396794.2572528715,96.39511641798045,BKYS
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,ill join 4 officer,404 Not Found,68,60,85.19231668915879,24867,3384328.551803026,95.44238824153359,NVSEAL
25tsmith6,https://www.nitrotype.com/racer/25tsmith6,x2                                                ,League Champion,371,0,97.34928982252669,24040,3383272.176955408,94.65979595777749,ZL
chill233,https://www.nitrotype.com/racer/chill233,gold 4 me 2 join,Mystery Man,316,80,85.3725967920312,24650,3356587.296150424,95.43303846067731,ZL
