Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Rei Sakura,Encore,78,260,99.82443707852326,36582,5233911.781462381,95.43813006607444,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,371,0,88.89103602089762,30919,4360443.695354963,97.63402036609477,P1RE
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,118.86868323552099,27969,4266217.57428271,95.6718537020568,NBX
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,Nitro PACO,NITRO.EXE,310,0,167.21412680756396,20868,3829287.597264538,99.94193932499809,CR7LEG
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,com boy,404 Not Found,78,180,85.02441496259351,28004,3806856.6843838664,95.38814234798757,NVSEAL
jxsh0427,https://www.nitrotype.com/racer/jxsh0427,RMS Jxsh,Hot Hot Hot!,379,0,98.3873245630568,28593,3788220.679390858,88.80249572433014,42712
chill233,https://www.nitrotype.com/racer/chill233,gold 4 me 2 join,Mystery Man,310,120,85.61745657874005,27810,3781370.960912578,95.21240692615852,ZL
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,DBP the comeback,Yo,82,180,107.15115847319174,25484,3767843.616788286,96.27269088760636,EMPERR
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,105,260,95.64154751347193,26337,3730294.5581354345,95.81673141085274,SPRME
deperst2,https://www.nitrotype.com/racer/deperst2,StylishPurpleBadger,Number Cruncher,89,60,100.33083357624258,25428,3676929.0320942085,96.29486288483552,SPRME
aydeniscool321,https://www.nitrotype.com/racer/aydeniscool321,DashZL,♪ So Delightful ♪,142,0,112.30253167439704,24790,3658816.334212244,94.51888141112373,ZL
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,California Dreamin',77,200,101.80899796480305,24959,3630722.3786613587,96.39703439242335,TVX
25tsmith6,https://www.nitrotype.com/racer/25tsmith6,x2                                                ,League Champion,371,0,96.5410371238438,25353,3557209.231220596,94.62921726173057,ZL
darkiexgold,https://www.nitrotype.com/racer/darkiexgold,-2025-,League Champion,371,0,100.08239201371694,24044,3417931.2716567023,94.7427723781407,NXC
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 400k,Operation: Typing,166,20,95.86879678989213,23081,3232381.93811793,94.66705796354879,P1RE
