Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Shinobu Kocho,Encore,78,260,97.18058701495637,39559,5605904.727845692,95.36960138995937,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,75,160,88.95587394544395,31662,4466247.547843818,97.63441188320068,P1RE
jxsh0427,https://www.nitrotype.com/racer/jxsh0427,RMS Jxsh,Hot Hot Hot!,379,0,98.38462205408072,32724,4326086.155236112,88.6099188778258,42712
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,118.81455662899118,28007,4271278.412137075,95.67162321959205,NBX
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,com boy,404 Not Found,78,180,84.83656634704683,31331,4254639.717297565,95.35045882779023,NVSEAL
deperst2,https://www.nitrotype.com/racer/deperst2,StylishPurpleBadger,Number Cruncher,89,60,95.81823897924286,29316,4166545.229817026,96.08961115702823,SPRME
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,Nitro PACO,RIP,338,0,167.46990008356127,21676,3980415.163180259,99.9441673209692,CR7LEG
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,California Dreamin',77,200,101.9460481897114,27297,3968594.8838935345,96.2991589356792,TVX
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,105,260,95.6152571746375,26438,3744399.6264896174,95.82012779346778,SPRME
darkiexgold,https://www.nitrotype.com/racer/darkiexgold,-2025-,League Champion,316,0,99.98797391162854,25993,3694060.1936308662,94.7487986051404,NXC
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 400k,Operation: Typing,166,20,95.99268030139936,24530,3437393.336160054,94.6848960613641,P1RE
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",77,200,99.82819256624327,24446,3434276.321341492,93.70978835030466,TVX
ttv_itscambria,https://www.nitrotype.com/racer/ttv_itscambria,ttv_itsCambria 26k,Keyboard Cat,57,0,77.0141680049943,25494,3395545.1679618517,96.16112693012923,IR
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,177,120,57.130886335165016,26503,3367423.719054996,98.82765235604933,N8TE
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,107,180,102.70406246045111,23193,3282090.8000221094,93.49866500648729,TVX
eiliteracer,https://www.nitrotype.com/racer/eiliteracer,thx for gold cam0,Golden Student,270,200,99.46989216607052,23005,3238797.5668134894,94.02392921397201,CAM0
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Solid Gold,106,0,119.70071227672865,20910,3188003.8532267977,95.37865560890441,SPRME
bobthebuilder120822,https://www.nitrotype.com/racer/bobthebuilder120822,SwiftPanda,Keyboard Cat,77,0,84.82236122880671,23157,3081308.437495984,93.43482804788431,TVX
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,316,0,169.21839291703617,16544,2961896.552843131,96.97862738457073,N8TE
guccisnowflake1,https://www.nitrotype.com/racer/guccisnowflake1,Hala Madrid,404 Not Found,77,180,114.81455936244778,19366,2896917.7749648415,95.03234096395265,VG
jointeamwp,https://www.nitrotype.com/racer/jointeamwp,PeachEmeraldDragonfly,Crazy About Typing,68,0,138.67231119453652,17145,2783202.741920712,95.8644661891234,TFV
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.88760855922423,18999,2775657.238254107,92.2061376499741,SSH
m3tro_alt,https://www.nitrotype.com/racer/m3tro_alt,20mIJoinUrTeam,:D,68,0,100.70605707272169,18565,2673350.4083475526,95.77424861298428,NZV
redragon999,https://www.nitrotype.com/racer/redragon999,75 million for gold,Shattered,324,320,140.06651834828742,15929,2651904.904178704,97.91191726340536,TXT
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,Galactic Guardian,50,240,119.29545007152326,16986,2547196.72884929,93.93093260715888,NCT
fb806a1ca1f4ee5741e9971d4f316ca7,https://www.nitrotype.com/racer/fb806a1ca1f4ee5741e9971d4f316ca7,AllMight,Titan of the Track,346,40,107.19540466251277,16943,2527789.7998990896,97.13280424308958,SPRME
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,Steven P YT Live,Nitro Rich,153,0,94.88840329584679,17104,2450059.9535338855,97.15190606819877,SPRME
razitsu,https://www.nitrotype.com/racer/razitsu,razitsu,Endurance Racer,77,220,73.25090456582822,18602,2446947.3848258043,96.2794007230459,BKYS
physicstyper,https://www.nitrotype.com/racer/physicstyper,TRIPZILLA,Boo!,98,0,135.71955005962678,14121,2305033.396702143,97.24451896040732,WD5
notmegan13,https://www.nitrotype.com/racer/notmegan13,Not Megan,Keyboard Cat,33,320,54.76592167621842,19205,2296689.238652855,93.88075741185959,NTPD1
racer2395,https://www.nitrotype.com/racer/racer2395,Mamba Typer,Champion Chaser,77,0,133.99600389186185,13337,2195584.443900632,98.57816254972269,PR2W
a4ebe577d455c102ed6ef8620230c4d9,https://www.nitrotype.com/racer/a4ebe577d455c102ed6ef8620230c4d9,Silis types slow fr,League Champion,310,0,113.86395491245577,13832,2147413.885324739,98.92802285514192,N8TE
numba9000,https://www.nitrotype.com/racer/numba9000,Potato Dog,404 Not Found,77,120,88.1269482127424,15978,2141701.7793510878,93.04278406320505,SPRME
pupho101,https://www.nitrotype.com/racer/pupho101,IndependentIndigoPheasant,Keyboard Cat,188,0,168.26976858863725,12240,2100660.1534671504,93.20480593099056,CAM0
rebelles,https://www.nitrotype.com/racer/rebelles,goofykid 20k,Drift King,77,0,93.9849215889388,13453,1890660.1501176236,95.60910833386379,LXW
swaggyguy229,https://www.nitrotype.com/racer/swaggyguy229,Brian 20k,Legendary Lapper,77,0,131.94311740062383,11919,1884521.2605659463,95.26372274009087,LXW
a4b32c36e1b8e965b34637174d0ef4a5,https://www.nitrotype.com/racer/a4b32c36e1b8e965b34637174d0ef4a5,Abstr4ct,Problem Solver,219,60,93.98932657534753,12925,1862525.7420992474,98.0325194803559,TXT
adventx11,https://www.nitrotype.com/racer/adventx11,GIVENTGOLDIGIVE20MIL,Nitro Rich,241,320,122.83243074461132,11595,1846941.8938595494,98.68140381225773,ZTAGZ
gerbiljay,https://www.nitrotype.com/racer/gerbiljay,riptide,Competitor Team,163,0,58.45799549692799,14766,1816667.941696837,95.20345558006618,PIRC
herovision,https://www.nitrotype.com/racer/herovision,Kairos,Nitro Rich,371,280,66.01489015719159,14321,1787014.2478834027,93.81639035463733,IR
f98269bc62940a03c08127de89d2c122,https://www.nitrotype.com/racer/f98269bc62940a03c08127de89d2c122,AustinS,Broadcaster,371,60,117.0576527506328,12229,1786671.9530985428,92.16067151639048,FFS
p_l_a_y_e_r_1,https://www.nitrotype.com/racer/p_l_a_y_e_r_1,P_L_A_Y_E_R_1_,League Champion,331,0,90.37898587618562,12361,1760502.4665646467,98.09521941676917,CZBZ
53623_nightmare,https://www.nitrotype.com/racer/53623_nightmare,-10k Nightmare- ,California Dreamin',310,0,127.74278145978687,10590,1733981.6553519338,99.9183834224239,L3JENS
jboigifted,https://www.nitrotype.com/racer/jboigifted,who making money,League Champion,90,280,66.08267866553165,14833,1706415.8739489492,86.47076028270507,CZBZ
heroyo,https://www.nitrotype.com/racer/heroyo,Vortex,Nitro Rich,371,340,68.70278386378983,13287,1692530.4834497261,94.8128920786551,TXT
9649802,https://www.nitrotype.com/racer/9649802,Epitome,Rocky,68,0,82.31699640422167,12543,1691456.0902558984,95.53274936590165,N8TE
plz100kcash,https://www.nitrotype.com/racer/plz100kcash,-Swifty- ,Legendary Lapper,310,0,136.92233009708738,10287,1655568.9290689605,95.53416838423156,TXT
emacisgoofy,https://www.nitrotype.com/racer/emacisgoofy,Emacisgoofy,Millionaire,51,0,129.9477389718612,9991,1648252.7588720997,99.99992894530317,DIV1
gr33nbalin3,https://www.nitrotype.com/racer/gr33nbalin3,NitroTypeTyipst,Nitro Rich,316,0,72.63155264060082,12290,1647377.1187280721,98.33203463295128,WD5
karson_cupples1234,https://www.nitrotype.com/racer/karson_cupples1234,-Karson_Cupples-,Nitro Rich,316,80,97.66463681370949,11065,1617155.1306940927,98.1980848279263,FFS
04d05f78b8fbf05e6bc6849ec6332114,https://www.nitrotype.com/racer/04d05f78b8fbf05e6bc6849ec6332114,A E S T H E T I C S,Clutch Typer,310,20,169.7623975583061,8667,1602049.3797507754,99.9802810221664,CR7LEG
gsupr3m3_kingg,https://www.nitrotype.com/racer/gsupr3m3_kingg,P4N7H3R,League Champion,68,0,132.01058162357216,9600,1591731.1164298202,99.87954228283812,TXT
